UniqueID,run_name,run_order,sample,group,Samplepath,Blank1,Blank2,abs
Mo22_0765,RRCoral_1,16,RRCoral_1/Group003Sample0002,Group003,RRCoral_1/Group003Sample0002SEM.dat,RRCoral_1/Group003Sample0001BEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group003Sample0002ABS.dat
Mo22_0766,RRCoral_1,17,RRCoral_1/Group003Sample0003,Group003,RRCoral_1/Group003Sample0003SEM.dat,RRCoral_1/Group003Sample0001BEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group003Sample0003ABS.dat
Mo22_0767,RRCoral_1,18,RRCoral_1/Group003Sample0004,Group003,RRCoral_1/Group003Sample0004SEM.dat,RRCoral_1/Group003Sample0001BEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group003Sample0004ABS.dat
Mo22_0768,RRCoral_1,19,RRCoral_1/Group003Sample0005,Group003,RRCoral_1/Group003Sample0005SEM.dat,RRCoral_1/Group003Sample0001BEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group003Sample0005ABS.dat
Mo22_0769,RRCoral_1,20,RRCoral_1/Group003Sample0006,Group003,RRCoral_1/Group003Sample0006SEM.dat,RRCoral_1/Group003Sample0001BEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group003Sample0006ABS.dat
Mo22_0770,RRCoral_1,21,RRCoral_1/Group003Sample0007,Group003,RRCoral_1/Group003Sample0007SEM.dat,RRCoral_1/Group003Sample0001BEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group003Sample0007ABS.dat
Mo22_0771,RRCoral_1,22,RRCoral_1/Group004Sample0001,Group004,RRCoral_1/Group004Sample0001SEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group004Sample0001ABS.dat
Mo22_0772,RRCoral_1,23,RRCoral_1/Group004Sample0002,Group004,RRCoral_1/Group004Sample0002SEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group004Sample0002ABS.dat
Mo22_0773,RRCoral_1,24,RRCoral_1/Group004Sample0003,Group004,RRCoral_1/Group004Sample0003SEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group004Sample0003ABS.dat
Mo22_0774,RRCoral_1,25,RRCoral_1/Group004Sample0004,Group004,RRCoral_1/Group004Sample0004SEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group004Sample0004ABS.dat
Mo22_0775,RRCoral_1,26,RRCoral_1/Group004Sample0005,Group004,RRCoral_1/Group004Sample0005SEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group004Sample0005ABS.dat
Mo22_0776,RRCoral_1,27,RRCoral_1/Group004Sample0006,Group004,RRCoral_1/Group004Sample0006SEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group004Sample0006ABS.dat
Mo22_0777,RRCoral_1,28,RRCoral_1/Group004Sample0007,Group004,RRCoral_1/Group004Sample0007SEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group004Sample0007ABS.dat
Mo22_0778,RRCoral_2,1,RRCoral_2/Group001Sample0001,Group001,RRCoral_2/Group001Sample0001SEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group001Sample0001ABS.dat
Mo22_0779,RRCoral_2,2,RRCoral_2/Group001Sample0002,Group001,RRCoral_2/Group001Sample0002SEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group001Sample0002ABS.dat
Mo22_0780,RRCoral_2,3,RRCoral_2/Group001Sample0003,Group001,RRCoral_2/Group001Sample0003SEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group001Sample0003ABS.dat
Mo22_0781,RRCoral_2,4,RRCoral_2/Group001Sample0004,Group001,RRCoral_2/Group001Sample0004SEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group001Sample0004ABS.dat
Mo22_0782,RRCoral_2,5,RRCoral_2/Group001Sample0005,Group001,RRCoral_2/Group001Sample0005SEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group001Sample0005ABS.dat
Mo22_0783,RRCoral_2,6,RRCoral_2/Group001Sample0006,Group001,RRCoral_2/Group001Sample0006SEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group001Sample0006ABS.dat
Mo22_0784,RRCoral_2,7,RRCoral_2/Group001Sample0007,Group001,RRCoral_2/Group001Sample0007SEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group001Sample0007ABS.dat
Mo22_0785,RRCoral_2,8,RRCoral_2/Group002Sample0001,Group002,RRCoral_2/Group002Sample0001SEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group002Sample0001ABS.dat
Mo22_0786,RRCoral_2,9,RRCoral_2/Group002Sample0002,Group002,RRCoral_2/Group002Sample0002SEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group002Sample0002ABS.dat
Mo22_0787,RRCoral_2,10,RRCoral_2/Group002Sample0003,Group002,RRCoral_2/Group002Sample0003SEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group002Sample0003ABS.dat
Mo22_0788,RRCoral_2,11,RRCoral_2/Group002Sample0004,Group002,RRCoral_2/Group002Sample0004SEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group002Sample0004ABS.dat
Mo22_0789,RRCoral_2,12,RRCoral_2/Group002Sample0005,Group002,RRCoral_2/Group002Sample0005SEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group002Sample0005ABS.dat
Mo22_0790,RRCoral_2,13,RRCoral_2/Group002Sample0006,Group002,RRCoral_2/Group002Sample0006SEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group002Sample0006ABS.dat
Mo22_0791,RRCoral_2,14,RRCoral_2/Group002Sample0007,Group002,RRCoral_2/Group002Sample0007SEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group002Sample0007ABS.dat
Mo22_0792,RRCoral_2,15,RRCoral_2/Group003Sample0001,Group003,RRCoral_2/Group003Sample0001SEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group003Sample0001ABS.dat
Mo22_0793,RRCoral_2,16,RRCoral_2/Group003Sample0002,Group003,RRCoral_2/Group003Sample0002SEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group003Sample0002ABS.dat
Mo22_0794,RRCoral_2,17,RRCoral_2/Group003Sample0003,Group003,RRCoral_2/Group003Sample0003SEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group003Sample0003ABS.dat
Mo22_0795,RRCoral_2,18,RRCoral_2/Group003Sample0004,Group003,RRCoral_2/Group003Sample0004SEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group003Sample0004ABS.dat
Mo22_0796,RRCoral_2,19,RRCoral_2/Group003Sample0005,Group003,RRCoral_2/Group003Sample0005SEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group003Sample0005ABS.dat
Mo22_0797,RRCoral_2,20,RRCoral_2/Group003Sample0006,Group003,RRCoral_2/Group003Sample0006SEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group003Sample0006ABS.dat
Mo22_0798,RRCoral_2,21,RRCoral_2/Group003Sample0007,Group003,RRCoral_2/Group003Sample0007SEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group003Sample0007ABS.dat
Mo22_0799,RRCoral_2,22,RRCoral_2/Group004Sample0001,Group004,RRCoral_2/Group004Sample0001SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group004Sample0001ABS.dat
Mo22_0800,RRCoral_2,23,RRCoral_2/Group004Sample0002,Group004,RRCoral_2/Group004Sample0002SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group004Sample0002ABS.dat
Mo22_0212,RRCoral_2,24,RRCoral_2/Group004Sample0003,Group004,RRCoral_2/Group004Sample0003SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group004Sample0003ABS.dat
Mo22_0696,RRCoral_2,25,RRCoral_2/Group004Sample0004,Group004,RRCoral_2/Group004Sample0004SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group004Sample0004ABS.dat
C14_L_N_ 3.30.1900_rerun,RRCoral_2,26,RRCoral_2/Group004Sample0005,Group004,RRCoral_2/Group004Sample0005SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group004Sample0005ABS.dat
C07_L_N_ 3.30.1900_rerun,RRCoral_2,27,RRCoral_2/Group004Sample0006,Group004,RRCoral_2/Group004Sample0006SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group004Sample0006ABS.dat
C05_L_D_ 3.30.0700_rerun,RRCoral_2,28,RRCoral_2/Group004Sample0007,Group004,RRCoral_2/Group004Sample0007SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group004Sample0007ABS.dat
C11_L_D_3_30_0700_rerun,RRCoral_2,29,RRCoral_2/Group005Sample0001,Group005,RRCoral_2/Group005Sample0001SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group005Sample0001ABS.dat
C16_L_N_3_30_1900_rerun,RRCoral_2,30,RRCoral_2/Group005Sample0002,Group005,RRCoral_2/Group005Sample0002SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group005Sample0002ABS.dat
C20_H_N_3_31_0100_rerun,RRCoral_2,31,RRCoral_2/Group005Sample0003,Group005,RRCoral_2/Group005Sample0003SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group005Sample0003ABS.dat
C19_L_N_3_30_1900_rerun,RRCoral_2,32,RRCoral_2/Group005Sample0004,Group005,RRCoral_2/Group005Sample0004SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group005Sample0004ABS.dat
C20_H_D_3_30_1300_rerun,RRCoral_2,33,RRCoral_2/Group005Sample0005,Group005,RRCoral_2/Group005Sample0005SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group005Sample0005ABS.dat
C05_H_N_3_31_0100_rerun,RRCoral_2,34,RRCoral_2/Group005Sample0006,Group005,RRCoral_2/Group005Sample0006SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group005Sample0006ABS.dat
C08_L_N_3_30_1900_rerun,RRCoral_2,35,RRCoral_2/Group005Sample0007,Group005,RRCoral_2/Group005Sample0007SEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group005Sample0007ABS.dat
Mo22_0117,spiffy,1,spiffy/Group001Sample0001,Group001,spiffy/Group001Sample0001SEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group001Sample0001ABS.dat
Mo22_0119,spiffy,2,spiffy/Group001Sample0002,Group001,spiffy/Group001Sample0002SEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group001Sample0002ABS.dat
Mo22_0101,spiffy,3,spiffy/Group001Sample0003,Group001,spiffy/Group001Sample0003SEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group001Sample0003ABS.dat
Mo22_0121,spiffy,4,spiffy/Group001Sample0004,Group001,spiffy/Group001Sample0004SEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group001Sample0004ABS.dat
Mo22_0131,spiffy,5,spiffy/Group001Sample0005,Group001,spiffy/Group001Sample0005SEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group001Sample0005ABS.dat
Mo22_0123,spiffy,6,spiffy/Group001Sample0006,Group001,spiffy/Group001Sample0006SEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group001Sample0006ABS.dat
Mo22_0133,spiffy,7,spiffy/Group001Sample0007,Group001,spiffy/Group001Sample0007SEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group001Sample0007ABS.dat
Mo22_0107,spiffy,8,spiffy/Group002Sample0001,Group002,spiffy/Group002Sample0001SEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group002Sample0001ABS.dat
Mo22_0111,spiffy,9,spiffy/Group002Sample0002,Group002,spiffy/Group002Sample0002SEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group002Sample0002ABS.dat
Mo22_0135,spiffy,10,spiffy/Group002Sample0003,Group002,spiffy/Group002Sample0003SEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group002Sample0003ABS.dat
Mo22_0109,spiffy,11,spiffy/Group002Sample0004,Group002,spiffy/Group002Sample0004SEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group002Sample0004ABS.dat
Mo22_0103,spiffy,12,spiffy/Group002Sample0005,Group002,spiffy/Group002Sample0005SEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group002Sample0005ABS.dat
Mo22_0127,spiffy,13,spiffy/Group002Sample0006,Group002,spiffy/Group002Sample0006SEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group002Sample0006ABS.dat
Mo22_0137,spiffy,14,spiffy/Group002Sample0007,Group002,spiffy/Group002Sample0007SEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group002Sample0007ABS.dat
Mo22_0125,spiffy,15,spiffy/Group003Sample0001,Group003,spiffy/Group003Sample0001SEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group003Sample0001ABS.dat
Mo22_0129,spiffy,16,spiffy/Group003Sample0002,Group003,spiffy/Group003Sample0002SEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group003Sample0002ABS.dat
Mo22_0115,spiffy,17,spiffy/Group003Sample0003,Group003,spiffy/Group003Sample0003SEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group003Sample0003ABS.dat
Mo22_0113,spiffy,18,spiffy/Group003Sample0004,Group003,spiffy/Group003Sample0004SEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group003Sample0004ABS.dat
Mo22_0105,spiffy,19,spiffy/Group003Sample0005,Group003,spiffy/Group003Sample0005SEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group003Sample0005ABS.dat
Mo22_0208,spiffy_lang,1,spiffy_lang/Group001Sample0001,Group001,spiffy_lang/Group001Sample0001SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group001Sample0001ABS.dat
Mo22_0184,spiffy_lang,2,spiffy_lang/Group001Sample0002,Group001,spiffy_lang/Group001Sample0002SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group001Sample0002ABS.dat
Mo22_0182,spiffy_lang,3,spiffy_lang/Group001Sample0003,Group001,spiffy_lang/Group001Sample0003SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group001Sample0003ABS.dat
Mo22_0210,spiffy_lang,4,spiffy_lang/Group001Sample0004,Group001,spiffy_lang/Group001Sample0004SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group001Sample0004ABS.dat
Mo22_0172,spiffy_lang,5,spiffy_lang/Group001Sample0005,Group001,spiffy_lang/Group001Sample0005SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group001Sample0005ABS.dat
Mo22_0168,spiffy_lang,6,spiffy_lang/Group001Sample0006,Group001,spiffy_lang/Group001Sample0006SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group001Sample0006ABS.dat
Mo22_0170,spiffy_lang,7,spiffy_lang/Group001Sample0007,Group001,spiffy_lang/Group001Sample0007SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group001Sample0007ABS.dat
Mo22_0142,spiffy_lang,8,spiffy_lang/Group002Sample0001,Group002,spiffy_lang/Group002Sample0001SEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group002Sample0001ABS.dat
Mo22_0188,spiffy_lang,9,spiffy_lang/Group002Sample0002,Group002,spiffy_lang/Group002Sample0002SEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group002Sample0002ABS.dat
Mo22_0186,spiffy_lang,10,spiffy_lang/Group002Sample0003,Group002,spiffy_lang/Group002Sample0003SEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group002Sample0003ABS.dat
Mo22_0164,spiffy_lang,11,spiffy_lang/Group002Sample0004,Group002,spiffy_lang/Group002Sample0004SEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group002Sample0004ABS.dat
Mo22_0144,spiffy_lang,12,spiffy_lang/Group002Sample0005,Group002,spiffy_lang/Group002Sample0005SEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group002Sample0005ABS.dat
Mo22_0204,spiffy_lang,13,spiffy_lang/Group002Sample0006,Group002,spiffy_lang/Group002Sample0006SEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group002Sample0006ABS.dat
Mo22_0206,spiffy_lang,14,spiffy_lang/Group002Sample0007,Group002,spiffy_lang/Group002Sample0007SEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group002Sample0007ABS.dat
Mo22_0166,spiffy_lang,15,spiffy_lang/Group003Sample0001,Group003,spiffy_lang/Group003Sample0001SEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group003Sample0001ABS.dat
Mo22_0158,spiffy_lang,16,spiffy_lang/Group003Sample0002,Group003,spiffy_lang/Group003Sample0002SEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group003Sample0002ABS.dat
Mo22_0160,spiffy_lang,17,spiffy_lang/Group003Sample0003,Group003,spiffy_lang/Group003Sample0003SEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group003Sample0003ABS.dat
Mo22_0150,spiffy_lang,18,spiffy_lang/Group003Sample0004,Group003,spiffy_lang/Group003Sample0004SEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group003Sample0004ABS.dat
Mo22_0152,spiffy_lang,19,spiffy_lang/Group003Sample0005,Group003,spiffy_lang/Group003Sample0005SEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group003Sample0005ABS.dat
Mo22_0156,spiffy_lang,20,spiffy_lang/Group003Sample0006,Group003,spiffy_lang/Group003Sample0006SEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group003Sample0006ABS.dat
Mo22_0154,spiffy_lang,21,spiffy_lang/Group003Sample0007,Group003,spiffy_lang/Group003Sample0007SEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group003Sample0007ABS.dat
Mo22_0146,spiffy_lang,22,spiffy_lang/Group004Sample0001,Group004,spiffy_lang/Group004Sample0001SEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group004Sample0001ABS.dat
Mo22_0194,spiffy_lang,23,spiffy_lang/Group004Sample0002,Group004,spiffy_lang/Group004Sample0002SEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group004Sample0002ABS.dat
Mo22_0192,spiffy_lang,24,spiffy_lang/Group004Sample0003,Group004,spiffy_lang/Group004Sample0003SEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group004Sample0003ABS.dat
Mo22_0178,spiffy_lang,25,spiffy_lang/Group004Sample0004,Group004,spiffy_lang/Group004Sample0004SEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group004Sample0004ABS.dat
Mo22_0174,spiffy_lang,26,spiffy_lang/Group004Sample0005,Group004,spiffy_lang/Group004Sample0005SEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group004Sample0005ABS.dat
Mo22_0180,spiffy_lang,27,spiffy_lang/Group004Sample0006,Group004,spiffy_lang/Group004Sample0006SEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group004Sample0006ABS.dat
Mo22_0176,spiffy_lang,28,spiffy_lang/Group004Sample0007,Group004,spiffy_lang/Group004Sample0007SEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group004Sample0007ABS.dat
Mo22_0202,spiffy_lang,29,spiffy_lang/Group005Sample0001,Group005,spiffy_lang/Group005Sample0001SEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group005Sample0001ABS.dat
Mo22_0198,spiffy_lang,30,spiffy_lang/Group005Sample0002,Group005,spiffy_lang/Group005Sample0002SEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group005Sample0002ABS.dat
Mo22_0196,spiffy_lang,31,spiffy_lang/Group005Sample0003,Group005,spiffy_lang/Group005Sample0003SEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group005Sample0003ABS.dat
Mo22_0190,spiffy_lang,32,spiffy_lang/Group005Sample0004,Group005,spiffy_lang/Group005Sample0004SEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group005Sample0004ABS.dat
Mo22_0200,spiffy_lang,33,spiffy_lang/Group005Sample0005,Group005,spiffy_lang/Group005Sample0005SEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group005Sample0005ABS.dat
Mo22_0697,spiffy_lang,34,spiffy_lang/Group005Sample0006,Group005,spiffy_lang/Group005Sample0006SEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group005Sample0006ABS.dat
Mo22_0702,spiffy_lang,35,spiffy_lang/Group005Sample0007,Group005,spiffy_lang/Group005Sample0007SEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group005Sample0007ABS.dat
Mo22_0700,spiffy_lang,36,spiffy_lang/Group006Sample0001,Group006,spiffy_lang/Group006Sample0001SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group006Sample0001ABS.dat
Mo22_0162,spiffy_lang,37,spiffy_lang/Group006Sample0002,Group006,spiffy_lang/Group006Sample0002SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group006Sample0002ABS.dat
Mo22_0701,spiffy_lang,38,spiffy_lang/Group006Sample0003,Group006,spiffy_lang/Group006Sample0003SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group006Sample0003ABS.dat
Mo22_0148,spiffy_lang,39,spiffy_lang/Group006Sample0004,Group006,spiffy_lang/Group006Sample0004SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group006Sample0004ABS.dat
Mo22_0699,spiffy_lang,40,spiffy_lang/Group006Sample0005,Group006,spiffy_lang/Group006Sample0005SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group006Sample0005ABS.dat
Mo22_0698,spiffy_lang,41,spiffy_lang/Group006Sample0006,Group006,spiffy_lang/Group006Sample0006SEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group006Sample0006ABS.dat
