UniqueID	Blank	Samplepath	Blank1	Blank2	abs
v10_H_N_3_22_0200	Sample	varari\Group006Sample0002SEM.dat	varari\Group006Sample0001BEM.dat	varari\Group007Sample0001BEM.dat	varari\Group006Sample0002ABS.dat
V05_H_N_3_30_2000	Sample	varari\Group006Sample0003SEM.dat	varari\Group006Sample0001BEM.dat	varari\Group007Sample0001BEM.dat	varari\Group006Sample0003ABS.dat
VReefcrest_O_	Sample	varari\Group006Sample0004SEM.dat	varari\Group006Sample0001BEM.dat	varari\Group007Sample0001BEM.dat	varari\Group006Sample0004ABS.dat
Vseep_K_3_28_1900	Sample	varari\Group006Sample0005SEM.dat	varari\Group006Sample0001BEM.dat	varari\Group007Sample0001BEM.dat	varari\Group006Sample0005ABS.dat
VReefcrest_B_3_27_0200	Sample	varari\Group006Sample0006SEM.dat	varari\Group006Sample0001BEM.dat	varari\Group007Sample0001BEM.dat	varari\Group006Sample0006ABS.dat
VReefcrest_H_3_28_1400	Sample	varari\Group006Sample0007SEM.dat	varari\Group006Sample0001BEM.dat	varari\Group007Sample0001BEM.dat	varari\Group006Sample0007ABS.dat
VBLANK7	Blank	varari\Group007Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group007Sample0001ABS.dat
VReefcrestM_3_29_2000	Sample	varari\Group007Sample0001SEM.dat	varari\Group007Sample0001BEM.dat	varari\Group008Sample0001BEM.dat	varari\Group007Sample0001ABS.dat
VSeep_L_3_29_0700	Sample	varari\Group007Sample0002SEM.dat	varari\Group007Sample0001BEM.dat	varari\Group008Sample0001BEM.dat	varari\Group007Sample0002ABS.dat
VSeep_I_3_28_1700	Sample	varari\Group007Sample0003SEM.dat	varari\Group007Sample0001BEM.dat	varari\Group008Sample0001BEM.dat	varari\Group007Sample0003ABS.dat
VReefcrest_K_3_29_0800	Sample	varari\Group007Sample0004SEM.dat	varari\Group007Sample0001BEM.dat	varari\Group008Sample0001BEM.dat	varari\Group007Sample0004ABS.dat
VReefcrest_D_3_27_1400	Sample	varari\Group007Sample0005SEM.dat	varari\Group007Sample0001BEM.dat	varari\Group008Sample0001BEM.dat	varari\Group007Sample0005ABS.dat
V08_H_N_3_22_0200	Sample	varari\Group007Sample0006SEM.dat	varari\Group007Sample0001BEM.dat	varari\Group008Sample0001BEM.dat	varari\Group007Sample0006ABS.dat
V12_H_N_3_22_0200	Sample	varari\Group007Sample0007SEM.dat	varari\Group007Sample0001BEM.dat	varari\Group008Sample0001BEM.dat	varari\Group007Sample0007ABS.dat
VBLANK8	Blank	varari\Group008Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group008Sample0001ABS.dat
VReefcrest_G_3_28_0800	Sample	varari\Group008Sample0001SEM.dat	varari\Group008Sample0001BEM.dat	varari\Group009Sample0001BEM.dat	varari\Group008Sample0001ABS.dat
VSeep_O_3_29_1100	Sample	varari\Group008Sample0002SEM.dat	varari\Group008Sample0001BEM.dat	varari\Group009Sample0001BEM.dat	varari\Group008Sample0002ABS.dat
VReefcrest_1_3_29_1400	Sample	varari\Group008Sample0003SEM.dat	varari\Group008Sample0001BEM.dat	varari\Group009Sample0001BEM.dat	varari\Group008Sample0003ABS.dat
VSeep_N_3_29_0900	Sample	varari\Group008Sample0004SEM.dat	varari\Group008Sample0001BEM.dat	varari\Group009Sample0001BEM.dat	varari\Group008Sample0004ABS.dat
VSeep_M_3_29_0800	Sample	varari\Group008Sample0005SEM.dat	varari\Group008Sample0001BEM.dat	varari\Group009Sample0001BEM.dat	varari\Group008Sample0005ABS.dat
VReefcrest_P_3_31_0200	Sample	varari\Group008Sample0006SEM.dat	varari\Group008Sample0001BEM.dat	varari\Group009Sample0001BEM.dat	varari\Group008Sample0006ABS.dat
Vreefcrest_A_3_26_1600	Sample	varari\Group008Sample0007SEM.dat	varari\Group008Sample0001BEM.dat	varari\Group009Sample0001BEM.dat	varari\Group008Sample0007ABS.dat
VBLANK9	Blank	varari\Group009Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group009Sample0001ABS.dat
VReefcrest_N_3_30_0200	Sample	varari\Group009Sample0001SEM.dat	varari\Group009Sample0001BEM.dat	varari\Group001Sample0001BEM.dat	varari\Group009Sample0001ABS.dat
VSeep_J_3_28_1800	Sample	varari\Group009Sample0002SEM.dat	varari\Group009Sample0001BEM.dat	varari\Group001Sample0001BEM.dat	varari\Group009Sample0002ABS.dat
ReRunBLANK3	Blank	rerun\Group003Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0001ABS.dat
ReRunBLANK4	Blank	rerun\Group004Sample0001BEM.dat	rerun\Group003Sample0001BEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group005Sample0001ABS.dat
C14_L_N_3_30_1900_rerun	Sample	rerun\Group004Sample0005SEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0005ABS.dat
C07_L_N_3_30_1900_rerun	Sample	rerun\Group004Sample0006SEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0006ABS.dat
C05_L_D_3_30_0700_rerun	Sample	rerun\Group004Sample0007SEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0007ABS.dat
ReRunBLANK5	Blank	rerun\Group005Sample0001BEM.dat	rerun\Group003Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0001ABS.dat
C11_L_D_3_30_0700_rerun	Sample	rerun\Group005Sample0001SEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0001ABS.dat
C16_L_N_3_30_1900_rerun	Sample	rerun\Group005Sample0002SEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0002ABS.dat
C20_H_N_3_31_0100_rerun	Sample	rerun\Group005Sample0003SEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0003ABS.dat
C19_L_N_3_30_1900_rerun	Sample	rerun\Group005Sample0004SEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0004ABS.dat
C20_H_D_3_30_1300_rerun	Sample	rerun\Group005Sample0005SEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0005ABS.dat
C05_H_N_3_31_0100_rerun	Sample	rerun\Group005Sample0006SEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0006ABS.dat
C08_L_N_3_30_1900_rerun	Sample	rerun\Group005Sample0007SEM.dat	rerun\Group005Sample0001BEM.dat	rerun\Group004Sample0001BEM.dat	rerun\Group005Sample0007ABS.dat
MissedBLANK1	Blank	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group001Sample0001ABS.dat
V10_H_D_3_21_1400	Sample	missed_samples\Group001Sample0001SEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group001Sample0001ABS.dat
V_Seep_G_3_21_1100	Sample	missed_samples\Group001Sample0002SEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group001Sample0002ABS.dat
C15_H_D_3_21_1400	Sample	missed_samples\Group001Sample0003SEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group001Sample0003ABS.dat
V03_H_D_3_21_1400	Sample	missed_samples\Group001Sample0004SEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group001Sample0004ABS.dat
V01_H_D_3_21_1400	Sample	missed_samples\Group001Sample0005SEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group001Sample0005ABS.dat
V16_H_D_3_21_1400	Sample	missed_samples\Group001Sample0006SEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group001Sample0006ABS.dat
VSpring_3_26_1630	Sample	missed_samples\Group001Sample0007SEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group001Sample0007ABS.dat
MissedBLANK2	Blank	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0001ABS.dat
V07_H_D_3_21_1400	Sample	missed_samples\Group002Sample0001SEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0001ABS.dat
VSeep_E_3_21_1700	Sample	missed_samples\Group002Sample0002SEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0002ABS.dat
V14_H_D_3_21_1400	Sample	missed_samples\Group002Sample0003SEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0003ABS.dat
V19_H_D_3_21_1400	Sample	missed_samples\Group002Sample0004SEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0004ABS.dat
V20_H_D_3_21_1400	Sample	missed_samples\Group002Sample0005SEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0005ABS.dat
VSeep_F_3_21_2000	Sample	missed_samples\Group002Sample0006SEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0006ABS.dat
V02_H_D_3_21_1400	Sample	missed_samples\Group002Sample0007SEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0007ABS.dat
MissedBLANK3	Blank	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group003Sample0001ABS.dat
VSeep_C_3_21_1100	Sample	missed_samples\Group003Sample0001SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group003Sample0001ABS.dat
V04_H_D_3_21_1400	Sample	missed_samples\Group003Sample0002SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group003Sample0002ABS.dat
C18_H_N_3_31_0100	Sample	missed_samples\Group003Sample0003SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group003Sample0003ABS.dat
VSeep_F-2_3_21_2145	Sample	missed_samples\Group003Sample0004SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group003Sample0004ABS.dat
V05_H_D_3_21_1400	Sample	missed_samples\Group003Sample0005SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group003Sample0005ABS.dat
V13_H_D_3_21_1400	Sample	missed_samples\Group003Sample0006SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group003Sample0006ABS.dat
V11_H_D_3_21_1400	Sample	missed_samples\Group003Sample0007SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group003Sample0007ABS.dat
MissedBLANK4	Blank	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group004Sample0001ABS.dat
VSeep_B_3_21_0800	Sample	missed_samples\Group004Sample0001SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group004Sample0001ABS.dat
V09_H_D_3_21_1400	Sample	missed_samples\Group004Sample0002SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group004Sample0002ABS.dat
VSeep_A_3_21_0500	Sample	missed_samples\Group004Sample0003SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group004Sample0003ABS.dat
VSeep_H	Sample	missed_samples\Group004Sample0004SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group004Sample0004ABS.dat
V08_H_D_3_21_1400	Sample	missed_samples\Group004Sample0005SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group004Sample0005ABS.dat
V17_H_D_3_21_1400	Sample	missed_samples\Group004Sample0006SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group004Sample0006ABS.dat
V18_H_D_3_21_1400	Sample	missed_samples\Group004Sample0007SEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group004Sample0007ABS.dat
MissedBLANK5	Blank	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group005Sample0001ABS.dat
VSeep_D_3_21_1400	Sample	missed_samples\Group005Sample0001SEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group005Sample0001ABS.dat
V06_H_D_3_21_1400	Sample	missed_samples\Group005Sample0002SEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group005Sample0002ABS.dat
V12_H_D_3_21_1400	Sample	missed_samples\Group005Sample0003SEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group005Sample0003ABS.dat
V12_L_N_3_21_2000	Sample	missed_samples\Group005Sample0004SEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group005Sample0004ABS.dat
VReefCrest_C__8_27_2000	Sample	missed_samples\Group005Sample0005SEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group005Sample0005ABS.dat
V15_L_D_3_21_0800	Sample	missed_samples\Group005Sample0006SEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group005Sample0006ABS.dat
V13_H_N_3_22_0200	Sample	missed_samples\Group005Sample0007SEM.dat	missed_samples\Group005Sample0001BEM.dat	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group005Sample0007ABS.dat
MissedBLANK6	Blank	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group006Sample0001ABS.dat
C19_H_N_3_31_0100	Sample	missed_samples\Group006Sample0002SEM.dat	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group006Sample0002ABS.dat
C04_L_N_3_30_1900	Sample	missed_samples\Group006Sample0003SEM.dat	missed_samples\Group006Sample0001BEM.dat	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group006Sample0003ABS.dat
MissedBLANK7	Blank	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group007Sample0001ABS.dat
V11_L_D_3_21_0800	Sample	missed_samples\Group007Sample0001SEM.dat	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group007Sample0001ABS.dat
C07_H_N_3_31_0100	Sample	missed_samples\Group007Sample0002SEM.dat	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group007Sample0002ABS.dat
CPit_I_3_31_0100	Sample	missed_samples\Group007Sample0003SEM.dat	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group007Sample0003ABS.dat
V04_L_N_3_21_2000	Sample	missed_samples\Group007Sample0004SEM.dat	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group007Sample0004ABS.dat
V09_H_N_3_22_0200	Sample	missed_samples\Group007Sample0005SEM.dat	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group007Sample0005ABS.dat
CPIT_3_29_0700	Sample	missed_samples\Group007Sample0006SEM.dat	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group007Sample0006ABS.dat
V16_L_D_3_21_0800	Sample	missed_samples\Group007Sample0007SEM.dat	missed_samples\Group007Sample0001BEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group007Sample0007ABS.dat
MissedBLANK8	Blank	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group008Sample0001ABS.dat
C02_H_N_3_31_0100	Sample	missed_samples\Group008Sample0001SEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group008Sample0001ABS.dat
V08_L_D_3_21_08000	Sample	missed_samples\Group008Sample0002SEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group008Sample0002ABS.dat
V15_H_N_3_22_0200	Sample	missed_samples\Group008Sample0003SEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group008Sample0003ABS.dat
V10_L_N_3_21_2000	Sample	missed_samples\Group008Sample0004SEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group008Sample0004ABS.dat
C06_L_N_3_30_1900	Sample	missed_samples\Group008Sample0005SEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group008Sample0005ABS.dat
C01_L_N_3_30_1900	Sample	missed_samples\Group008Sample0006SEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group008Sample0006ABS.dat
V20_L_N_3_21_2000	Sample	missed_samples\Group008Sample0007SEM.dat	missed_samples\Group008Sample0001BEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group008Sample0007ABS.dat
MissedBLANK9_	Blank	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group002Sample0001BEM.dat	missed_samples\Group004Sample0001BEM.dat	missed_samples\Group009Sample0001ABS.dat
C12_H_N_3_31_0100	Sample	missed_samples\Group009Sample0001SEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group009Sample0001ABS.dat
V18_L_N_3_21_2000	Sample	missed_samples\Group009Sample0002SEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group009Sample0002ABS.dat
C_SeepF_3_30_1900	Sample	missed_samples\Group009Sample0003SEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group009Sample0003ABS.dat
C08_H_N_3_31_0100	Sample	missed_samples\Group009Sample0004SEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group009Sample0004ABS.dat
C10_L_N_3_30_1900	Sample	missed_samples\Group009Sample0005SEM.dat	missed_samples\Group009Sample0001BEM.dat	missed_samples\Group001Sample0001BEM.dat	missed_samples\Group009Sample0005ABS.dat
