Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,CobleA,CobleB,CobleC,CobleM,CobleT,Lignin,M_to_C,HIX,BIX,FI
134,2021,2021-May,,0.69,29.65,42.72,0.15,0.77,0.33,0.56,5/24/2021,13:44:00,-17.48732954,-149.8870074,434.55,409.14,792.36,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,0.010243883,0.039432297,0.008567578,0.014989818,0.032650005,0.009780239,1.749597998,0.562346245,0.983446112,1.889404591
134,2022,2022-April,,0.518336608,29.40706754,56.73,0.14,0.7,1.05,1.11,4/12/2022,15:57:00,-17.48732954,-149.8870074,434.55,409.14,792.36,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,0.0114096958300729,0.0447886945398229,0.0118081991084788,0.0178121726987481,0.0331922527255326,0.0151054025058908,0.66292862236333,0.792069322966727,0.882149619670052,2.2289659006233
135,2022,2022-April,,0.680295004,27.92034222,41.04,0.11,0.71,0.74,0.9,4/16/2022,12:50:00,-17.48452814,-149.8861285,127.01,774.32,810.33,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai,0.0135004825470263,0.162127962083513,0.0154957849619321,0.0212580614520788,0.106368978392481,0.0343045705937157,0.728936878692518,0.44488669938096,1.31978202338355,1.97259751659266
136,2021,2021-May,,0.66,28.86,43.76,0.08,0.85,0.37,0.26,5/24/2021,15:00:00,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,0.020431947,0.037525934,0.018282549,0.024886895,0.043571273,0.044882403,1.361237725,0.667454105,0.784610651,1.816251589
136,2022,2022-April,,0.474839118,29.06034656,61.2,0.12,0.7,0.96,0.94,4/12/2022,14:10:00,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,0.0403736501048514,0.0601113064282464,0.0358920276926693,0.0616152455317852,0.165253287646306,0.0842466040327758,0.58251861828829,0.621698031378126,1.00559779091043,2.11727808193382
137,2021,2021-May,,0.75,27.7,36.71,0.12,0.78,0.32,0.4,5/25/2021,10:49:00,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai,0.008253175,0.021655835,0.007581547,0.011188923,0.018931638,0.021358414,1.475809941,0.557642772,0.782583128,1.689266847
137,2022,2022-April,,0.61856215,27.6681641,44.73,0.14,0.85,0.75,1,4/16/2022,13:45:00,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai,0.0160791303145184,0.0237272307840898,0.0145315420377001,0.0203873207348349,0,0,0.712773504017658,5.49910214009406,0.700826395249005,1.9977603306386
138,2021,2021-May,,0.62,30.91,50.25,0.14,0.99,0.28,0.63,5/25/2021,12:35:00,-17.49209605,-149.8746473,945.32,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai,0.012031157,0.03607346,0.011223131,0.013950667,0.031899882,0.014806856,1.243028081,0.573290978,0.727716898,1.745261526
138,2022,2022-April,,0.597728723,29.65128408,49.61,0.11,1.01,0.83,1.09,4/12/2022,13:00:00,-17.49209605,-149.8746473,945.32,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai,0.0139641869051102,0.0359627026420526,0.0140196293032294,0.0197700069823493,0.0285082675195843,0.0168277782738865,0.70913628486556,0.799174509302637,0.808529678721669,1.98099369908523
139,2021,2021-May,,0.57,28.03,49.54,0.15,1.11,0.34,0.64,5/25/2021,13:23:00,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,0.012658677,0.013991733,0.011600758,0.014301644,0.018296454,0.008296566,1.232819731,1.186873094,0.706743273,1.623807274
139,2022,2022-April,,0.660541835,28.22846429,42.74,0.14,0.89,0.78,1.72,4/10/2022,09:35:00,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,0.0190837195632772,0.044238184016992,0.0181318837406857,0.0253509982985603,0.0378185021171582,0.020374532424857,0.715233519688076,0.773869677679937,0.740950189548675,2.29033460021635
14,2021,2021-May,,0.64,29.56,45.96,0.18,0.74,0.15,0.17,5/20/2021,11:50:00,-17.58281082,-149.8662589,438.97,916.93,1695.09,242.68,1458.68,Vai'anae/Atiha,SW,Mid lagoon,Vaianae,0.008343216,0.006127044,0.005395305,0.008945437,0.018447885,0.015429297,1.658004116,0.243107278,0.46970272,1.976788422
14,2022,2022-April,,0.604264037,29.87307417,49.44,0.11,0.78,0.63,1.43,4/12/2022,11:30:00,-17.58281082,-149.8662589,438.97,916.93,1695.09,242.68,1458.68,Vai'anae/Atiha,SW,Mid lagoon,Vaianae,0.0128452764966442,0.0398696716652125,0.0146295373296465,0.0182761031781829,0.0521246108732156,0,0.80047355757493,0.647519592223063,0.903853053257941,1.92058667293637
140,2021,2021-May,,0.74,28.51,38.33,0.13,1.6,0.54,0.47,5/25/2021,13:57:00,-17.49716361,-149.8626436,1201.16,80.17,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,0.016472264,0.018119885,0.015920023,0.017961847,0.024625777,0.015979342,1.128255103,1.201204365,0.818322032,1.617632534
140,2022,2022-April,,0.60824894,26.25564106,43.17,0.14,1.18,1.1,2.41,4/10/2022,13:35:00,-17.49716361,-149.8626436,1201.16,80.17,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,0.011530582111399,0.0165169906572039,0.0124502284461951,0.0127522862175176,0.0149741648478891,0.0106101428131945,0.976313441670748,1.82057936831297,0.84803516367361,1.56176042905645
141,2021,2021-May,,0.76,26.35,34.46,0.16,1.6,0.62,0.6,5/25/2021,13:41:00,-17.49316067,-149.8673732,729.33,123.28,589.73,31.14,123.28,Papeto'ai,N,Fringing reef,Papetoai,0.017577286,0.032809821,0.017243044,0.022097195,0.034015311,0.024740975,1.281513604,0.872540757,0.781740363,1.648618915
142,2021,2021-May,,0.55,26.91,48.7,0.12,0.84,0.37,0.5,5/25/2021,15:15:00,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena,0.013392395,0.039615736,0.012262944,0.015501641,0.030243238,0.040002441,1.264104359,0.812436117,0.824907814,1.615441851
142,2022,2022-April,,0.589540459,28.47981335,48.31,0.18,0.56,0.82,2.72,4/10/2022,12:10:00,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena,0.0775189132298985,0.116512179619082,0.0708438421787297,0.108387358617165,0.3378593517291,0.165992398274166,0.653617202989118,0.609740647458566,1.11565910218441,2.06242535476531
143,2021,2021-May,,0.84,27.99,33.21,0.22,1.12,0.54,0.82,5/25/2021,15:41:00,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena,0.017158066,0.032770463,0.016297553,0.019815453,0.041566861,0.039809651,1.215854487,0.826564207,0.789137188,1.640180793
143,2022,2022-April,,0.591603624,27.66619378,46.76,0.14,0.53,0.64,1.28,4/10/2022,12:50:00,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena,0.0143502574820538,0.0324941441072623,0.0122344124719197,0.0187872635551577,0.0289682830635493,0.0148526994573938,0.65120779489789,0.849784080470588,0.740539267754672,2.0385903297038
144,2021,2021-May,,0.6,29.83,49.65,0.17,1.29,0.39,0.73,5/25/2021,16:12:00,-17.48895002,-149.8550006,441.88,516.89,421.79,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena,0.013957275,0.02721567,0.012783067,0.017812592,0.06956061,0.23790278,1.393452198,0.613527613,1.333056004,1.807340653
144,2022,2022-April,,0.554791147,28.49007119,51.35,0.13,0.82,0.7,1.63,4/15/2022,13:45:00,-17.48895002,-149.8550006,441.88,516.89,421.79,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena,0.0280037310093112,0.0532265320066624,0.0280342525152207,0.0346082922044629,0.0827724575734475,0.0484715958867942,0.810044377503421,0.851331943740785,0.946621588947217,1.87705262313271
144,2022,2022-April,,0.554791147,28.49007119,51.35,0.11,1.04,0.75,1.57,4/15/2022,13:45:00,-17.48895002,-149.8550006,441.88,516.89,421.79,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena,0.0280037310093112,0.0532265320066624,0.0280342525152207,0.0346082922044629,0.0827724575734475,0.0484715958867942,0.810044377503421,0.851331943740785,0.946621588947217,1.87705262313271
145,2021,2021-May,,0.72,28.06,38.93,0.17,1.26,0.46,1.68,5/26/2021,12:55:00,-17.48966591,-149.8494205,940.88,33.79,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena,0.013168312,0.030126894,0.01239669,0.014631448,0.028169833,0.043454387,1.180270525,0.894556067,0.788854007,1.557809726
145,2022,2022-April,,0.533012799,28.88725686,54.2,0.14,3.15,0.93,2.32,4/11/2022,15:11:00,-17.48966591,-149.8494205,940.88,33.79,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena,0.0155994387966631,0.092958717835422,0.0151123610264163,0.0200554313189456,0.0586584733458952,0.0263230036244347,0.753529594356827,0.628374862861579,0.949074036059834,1.77348059339027
145,2022,2022-April,,0.533012799,28.88725686,54.2,0.13,1.2,1.02,1.68,4/11/2022,15:11:00,-17.48966591,-149.8494205,940.88,33.79,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena,0.0155994387966631,0.092958717835422,0.0151123610264163,0.0200554313189456,0.0586584733458952,0.0263230036244347,0.753529594356827,0.628374862861579,0.949074036059834,1.77348059339027
146,2021,2021-May,,0.68,30.12,44.49,0.16,0.85,0.36,0.68,5/26/2021,12:37:00,-17.48545652,-149.8469882,665.63,53.17,1288.2,888.26,2344.91,Papeto'ai,N,Fringing reef,Pihaena,0.010043305,0.028546794,0.009008046,0.012433587,0.024913948,0.026343195,1.380275691,0.629784091,0.730309897,1.892251138
146,2022,2022-April,,0.56570281,29.5649699,52.26,0.17,0.5,0.65,0.64,4/11/2022,15:50:00,-17.48545652,-149.8469882,665.63,53.17,1288.2,888.26,2344.91,Papeto'ai,N,Fringing reef,Pihaena,0.0176420443356579,0.15793695048489,0.0181956030135233,0.0235262280939587,0.0805581282916572,0.0260684316411569,0.773417776145581,0.546297726662283,1.09093364637032,1.894260172049
147,2021,2021-May,,0.7,29.24,41.81,0.15,0.94,0.29,0.62,5/26/2021,11:44:00,-17.48168911,-149.8498651,168.67,571.13,1171.2,1163.13,2323.79,Papeto'ai,N,Reef crest,Pihaena,0.008728225,0.030224552,0.007052813,0.010663446,0.026003766,0.018034334,1.511942391,0.496758457,0.99546346,1.763334336
147,2022,2022-April,,0.612862822,29.4650248,48.08,0.14,0.78,0.76,2.03,4/15/2022,15:15:00,-17.48168911,-149.8498651,168.67,571.13,1171.2,1163.13,2323.79,Papeto'ai,N,Reef crest,Pihaena,0.252569768222934,0.542499532815088,0.218803521588774,0.327780234572719,0.928793007080197,0.441911416540126,0.667531164208229,0.73157919961203,0.931043500939936,1.98170763524613
148,2021,2021-May,,0.63,29.4,46.31,0.15,0.77,0.33,0.22,5/26/2021,12:13:00,-17.48386731,-149.8490207,423.18,334.91,1131.15,951.56,2249.28,Papeto'ai,N,Mid lagoon,Pihaena,,,,,,,,,,
148,2022,2022-April,,0.646933323,27.49374786,42.5,0.17,0.68,0.99,1.24,4/15/2022,14:45:00,-17.48386731,-149.8490207,423.18,334.91,1131.15,951.56,2249.28,Papeto'ai,N,Mid lagoon,Pihaena,0.00639690511148084,0.0133662643497743,0.00659544857077741,0.00545372479710289,0,0,1.20934752231741,4.96675030424416,0.494399944943385,1.65017054264017
149,2021,2021-May,,0.58,29.08,50.04,0.16,0.94,0.46,0.73,5/26/2021,13:16:00,-17.48650493,-149.8520296,498.75,399.49,739.91,596.71,1823.91,Papeto'ai,N,Mid lagoon,Pihaena,0.01402946,0.057849986,0.013118009,0.016732465,0.074691845,0.101177945,1.275533858,0.450605845,1.061205551,1.737029904
149,2022,2022-April,,0.675938837,27.71794268,41.01,0.17,0.54,0.72,1.69,4/15/2022,14:13:00,-17.48650493,-149.8520296,498.75,399.49,739.91,596.71,1823.91,Papeto'ai,N,Mid lagoon,Pihaena,0.00460491867420586,0.00263209618402771,0.00467461319299143,0.00381355979121154,0,0,1.22578730868838,Inf,0,1.6765937108512
15,2021,2021-May,,0.52,27.11,52.02,0.19,0.96,0.22,0.05,5/20/2021,14:45:00,,,,,,,,,,,,0.008591539,0.014150736,0.006841575,0.011011436,0.025000905,0.024771841,1.609488346,0.474898524,0.675906006,1.653799469
15,2022,2022-April,,,,,0.34,0.95,0.75,1.78,4/12/2022,15:00:00,,,,,,,,,,,,0.0148614790124178,0.0745752518945292,0.0147378145040139,0.0198837099514145,0.0926337621790828,0.0180574932600331,0.741200436941872,0.643683526537543,0.913857014198015,1.95175814458246
150,2021,2021-May,,0.51,29.66,58.23,0.1,0.85,0.4,0.39,5/24/2021,16:38:00,-17.48430225,-149.8420147,772.87,51.09,1664.59,1047.01,2900.04,Papeto'ai,N,Fringing reef,Pihaena,0.0151112,0.033875405,0.010581849,0.0153607,0.036197648,0.046297126,1.451608387,0.392851181,0.537232794,1.62965396
150,2022,2022-April,,0.517267165,28.28364895,54.68,0.16,0.76,0.84,2.48,4/18/2022,09:30:00,-17.48430225,-149.8420147,772.87,51.09,1664.59,1047.01,2900.04,Papeto'ai,N,Fringing reef,Pihaena,0.0126379043930391,0.0493377908080985,0.012334397904791,0.0175982588924483,0,0,0.700887399155376,1.54627821052069,0.634505475830877,2.00160168843975
151,2021,2021-May,,0.74,28.62,38.49,0.13,0.9,0.31,0.61,5/26/2021,11:11:00,-17.47821942,-149.8423604,135.98,718.01,1574.46,1338.72,3188.64,Papeto'ai,N,Reef crest,Pihaena,0.006842031,0.017317765,0.005218583,0.008710987,0.016407529,0.012281786,1.669224408,0.538394322,0.762962428,1.355414658
151,2022,2022-April,,0.510050788,26.94782649,52.83,0.15,0.72,0.71,1.6,4/15/2022,15:45:00,-17.47821942,-149.8423604,135.98,718.01,1574.46,1338.72,3188.64,Papeto'ai,N,Reef crest,Pihaena,0.068630641316725,0.443209143728629,0.0546244954005896,0.0982683178076858,0.455583912770435,0.111139808652438,0.555870870889349,0.249374740205074,1.22960410269364,1.89487283450566
152,2021,2021-May,,0.7,28.4,40.74,0.17,0.88,0.5,0.62,5/26/2021,10:47:00,-17.48009529,-149.8422762,339.71,516.16,1575.44,1210.56,3078.71,Papeto'ai,N,Mid lagoon,Pihaena,0.010081945,0.033746098,0.008881293,0.015161797,0.030770093,0.024655121,1.707160921,0.539059754,0.740327152,1.721113695
152,2022,2022-April,,0.58656,28.21638298,48.1,0.16,0.78,0.84,1.22,4/15/2022,16:15:00,-17.48009529,-149.8422762,339.71,516.16,1575.44,1210.56,3078.71,Papeto'ai,N,Mid lagoon,Pihaena,0.0525040043793557,0.257321518886402,0.0404568475939855,0.0742967375216629,0.245400484970491,0.0221743360516599,0.544530607177595,0.254386379361092,1.14491281878155,1.87063484219884
153,2021,2021-May,,0.7,27.16,38.71,0.14,0.93,0.38,0.64,5/26/2021,10:17:00,-17.4784169,-149.8339808,184.54,770.53,683.74,650.03,3439.4,Paopao,N,Reef crest,Pihaena,0.010371074,0.02312453,0.009148122,0.013662164,0.027303279,0.009519954,1.493439204,0.656561634,0.790881097,1.657536167
153,2022,2022-April,,0.519930012,30.17818412,58.04,0.15,0.73,0.7,0.58,4/18/2022,10:55:00,-17.4784169,-149.8339808,184.54,770.53,683.74,650.03,3439.4,Paopao,N,Reef crest,Pihaena,0.0145650895784735,0.131576527335341,0.0152984277083054,0.0184641387430163,0,0,0.828548134371643,1.14158808743463,0.484191023184091,1.85185424670714
154,2021,2021-May,,0.5,27.92,55.56,0.13,0.93,0.35,0.65,5/24/2021,16:03:00,-17.4797321,-149.8365316,368.44,589.72,959.95,691.97,3538.12,Paopao,N,Mid lagoon,Pihaena,0.010299449,0.028359338,0.008883663,0.013213948,0.017319587,0.018251307,1.487443521,0.825232121,0.672450882,1.749209367
154,2022,2022-April,,0.556846514,27.31403821,49.05,0.17,0.7,0.73,0.57,4/18/2022,10:15:00,-17.4797321,-149.8365316,368.44,589.72,959.95,691.97,3538.12,Paopao,N,Mid lagoon,Pihaena,0.0130455825276046,0.100374530436867,0.0121830251502387,0.0160403456959673,0,0,0.759523851989152,1.05432739824614,0.420143899128964,2.07427299098959
155,2021,2021-May,,0.57,28.93,50.43,0.14,0.94,0.41,0.64,5/24/2021,15:50:00,-17.48486702,-149.8347928,885.61,67.61,1030.67,350.65,3171.26,Paopao,N,Fringing reef,Pihaena,0.009864498,0.035385184,0.008649861,0.011475818,0.039160149,0.024733694,1.326705575,0.464653463,0.691143943,1.673900381
155,2022,2022-April,,0.50117224,28.32290904,56.51,0.15,0.58,0.68,1.59,4/11/2022,14:37:00,-17.48486702,-149.8347928,885.61,67.61,1030.67,350.65,3171.26,Paopao,N,Fringing reef,Pihaena,0.00750123684447523,0.0229145871524256,0.00764220345902047,0.00870802655483215,0.0147802851743686,0.0123853362676261,0.877604519336216,1.23303262311513,0.964376521229967,1.85541138861909
156,2021,2021-May,,0.7,28.01,40.03,0.13,0.9,0.33,0.17,5/24/2021,15:35:00,-17.48502921,-149.8312727,843.02,44.33,787.09,19.34,2786.91,Paopao,N,Fringing reef,Pihaena,0.032977214,0.065195875,0.024828352,0.035743527,0.052542576,0.051280035,1.439625408,1.282480375,0.554776479,1.554421971
156,2022,2022-April,,,,,0.17,0.76,0.8,1.21,4/11/2022,13:11:00,-17.48502921,-149.8312727,843.02,44.33,787.09,19.34,2786.91,Paopao,N,Fringing reef,Pihaena,0.00757603221279333,0.0209598259109255,0.00672145367103474,0.00877855597872104,0.0220352194694433,0.0207501710765297,0.7656673474917,0.868983881662624,1.03539051124128,1.89826100343587
157,2021,2021-May,,0.53,27.09,50.95,0.11,1.13,0.18,0.34,5/24/2021,14:53:00,-17.48115082,-149.8301379,386.38,411.26,386.96,235.21,2947.43,Paopao,N,Mid lagoon,Pihaena,0.018927387,0.025121335,0.018445744,0.021542066,0.0319611,0.032415159,1.16786107,1.359459119,0.73373362,1.602523403
157,2022,2022-April,,0.573106383,27.34450638,47.71,0.14,0.84,1,2.6,4/18/2022,11:35:00,-17.48115082,-149.8301379,386.38,411.26,386.96,235.21,2947.43,Paopao,N,Mid lagoon,Pihaena,0.0116206845229399,0.0406943503138015,0.0179011125179983,0.0146602395039197,0,0,1.2210654889514,6.31180009437375,0.24506428007094,1.88999282117135
158,2021,2021-May,,0.53,27.7,52.27,0.13,0.89,0.36,0.57,5/24/2021,14:10:00,-17.48467013,-149.8275155,796.48,134.83,612.32,21.74,2472.07,Paopao,N,Fringing reef,Pihaena,0.016280528,0.043216814,0.009432171,0.016248698,0.029886895,0.023597506,1.722689042,0.455621424,0.537852757,1.531489572
158,2022,2022-April,,0.455914937,28.06238288,61.55,0.17,0.67,0.75,1.34,4/11/2022,14:00:00,-17.48467013,-149.8275155,796.48,134.83,612.32,21.74,2472.07,Paopao,N,Fringing reef,Pihaena,0.0301240846243094,0.057328282483911,0.0242778032115169,0.0428828457473057,0.115146406525234,0.0526880138060778,0.566142539946575,0.534452676431841,1.0255241858246,2.15425099687357
159,2021,2021-May,,0.53,27.32,51.94,0.15,0.99,0.35,0.7,5/24/2021,13:44:00,-17.48655573,-149.8250571,1077.61,228.23,845.99,9.6,2221.93,Paopao,N,Fringing reef,Pihaena,0.009322626,0.036498202,0.008412906,0.01181083,0.019766868,0.025129877,1.40389425,0.608777842,0.690795686,1.746503391
159,2022,2022-April,,0.544053861,29.58979773,54.39,0.13,0.82,0.3,-0.01,4/6/2022,16:18:00,-17.48655573,-149.8250571,1077.61,228.23,845.99,9.6,2221.93,Paopao,N,Fringing reef,Pihaena,0.00930536889502678,0.0558387320915382,0.00765931525058549,0.0124559782865377,0.0280573153511743,0.0219418938494337,0.614910774119092,0.406010010601137,0.727149860553527,2.41172040696936
16,2021,2021-May,,0.95,25.6,26.91,0.22,3.55,0.54,0.75,5/26/2021,16:24:00,-17.5869498,-149.8426075,1190.12,149.86,1101.59,315.22,149.86,Vai'anae/Atiha,SW,Bay,Maatea,0.011929513,0.013212894,0.010028945,0.013748147,0.01496707,0.016675971,1.370846866,1.404060228,0.632763815,1.583525152
16,2022,2022-April,,0.807009148,26.87262936,33.3,0.14,1.39,0.89,2.49,4/17/2022,11:10:00,-17.5869498,-149.8426075,1190.12,149.86,1101.59,315.22,149.86,Vai'anae/Atiha,SW,Bay,Maatea,0.0277038397952042,0.129334442005633,0.0282239966231555,0.0373319957385841,0.0652188801748995,0.0267195914216898,0.756026996809733,0.843855295333595,0.806545168893116,1.91073682715632
160,2021,2021-May,,0.72,28.54,39.69,0.17,1.1,0.69,0.26,5/24/2021,14:28:00,-17.48204526,-149.8262099,583.21,444.89,331.85,44.61,2733.55,Paopao,N,Reef pass,Pihaena,0.020357832,0.067879408,0.020430368,0.030159271,0.082636667,0.016821154,1.47619813,1.006058187,1.544554114,1.792885777
160,2022,2022-April,,0.594975717,27.79269674,46.71,0.15,0.65,0.81,0.53,4/11/2022,12:37:00,-17.48204526,-149.8262099,583.21,444.89,331.85,44.61,2733.55,Paopao,N,Reef pass,Pihaena,0.0301094782504843,0.0482917744111546,0.0270276478685265,0.0415170514235958,0.126206724868797,0.0610457282180376,0.651001141501239,0.616325897868091,1.01607121179145,1.94587208348631
161,2021,2021-May,,0.7,27.62,39.35,0.14,0.84,0.23,0.18,5/23/2021,10:17:00,-17.47370895,-149.7768527,228.29,87.43,402.08,362.85,2167.13,Maharepa,N,Fringing reef,Maharepa,0.008885126,0.037518536,0.007254699,0.011405643,0.027877805,0.014292309,1.572173159,0.463779808,0.732403097,1.651101171
161,2022,2022-April,,0.506446452,28.64774484,56.57,0.11,0.38,0.63,1.55,4/6/2022,10:18:00,-17.47370895,-149.7768527,228.29,87.43,402.08,362.85,2167.13,Maharepa,N,Fringing reef,Maharepa,0.0147736675699813,0.0722503824132833,0.0127340705928892,0.0205436286816579,0.157653612736837,0.0872449175616221,0.619854982302066,0.358804780941371,1.2145468723541,2.16238743379811
162,2021,2021-May,,0.68,29,42.77,0.15,1.81,0.27,0.41,5/23/2021,10:45:00,-17.47599625,-149.780356,511.07,67.59,471.09,309.28,1736.89,Maharepa,N,Fringing reef,Maharepa,0.014982378,0.036925232,0.013588902,0.016812351,0.033460288,0.026479644,1.237211955,1.009654483,0.699306517,1.560445229
162,2022,2022-April,,0.572422406,27.22889787,47.57,0.14,0.79,1,1.2,4/6/2022,10:52:00,-17.47599625,-149.780356,511.07,67.59,471.09,309.28,1736.89,Maharepa,N,Fringing reef,Maharepa,0.016194054740393,0.0250728473020475,0.014501088721581,0.0251315036939721,0.0271319051472654,0.00110158507398887,0.577008399424154,0.914185775770618,0.722892747993126,1.8804733256481
163,2021,2021-May,,0.68,27.99,41.05,0.17,0.91,0.25,0.21,5/23/2021,11:58:00,-17.47785238,-149.7866539,757.46,32.28,927.34,822.99,1041.41,Maharepa,N,Fringing reef,Maharepa,0.008077727,0.034759807,0.005823483,0.009997076,0.017609789,0.007829088,1.716683352,0.542854741,0.679109359,1.612741954
163,2022,2022-April,,0.599297099,27.81489682,46.41,0.14,0.66,0.31,0.16,4/6/2022,12:25:00,-17.47785238,-149.7866539,757.46,32.28,927.34,822.99,1041.41,Maharepa,N,Fringing reef,Maharepa,0.0121163837940152,0.0314758964138862,0.00935801948830108,0.0175295816865381,0.0304455232096208,0.00854728553095107,0.533841574524714,0.650926770366132,0.69260557593558,1.98915327563972
164,2021,2021-May,,0.56,28.96,51.86,0.15,0.83,0.36,0.33,5/23/2021,14:47:00,-17.47880909,-149.790986,676.56,60.36,845.37,737.52,557.01,Maharepa,N,Fringing reef,Maharepa,0.008028984,0.025400605,0.006918329,0.009799735,0.018885072,0.001349502,1.416488735,0.558906597,0.755199455,1.620856012
164,2022,2022-April,,0.564186764,28.47572135,50.47,0.16,0.6,0.67,0.44,4/6/2022,14:14:00,-17.47880909,-149.790986,676.56,60.36,845.37,737.52,557.01,Maharepa,N,Fringing reef,Maharepa,0.00960696511761904,0.0207298401853614,0.00851294266698196,0.0132200565316169,0.0120151714790891,0.00488265960216662,0.643941472309329,0.699457319549971,0.619103291460456,1.97546067769147
165,2021,2021-May,,0.73,27.85,38.28,0.17,0.91,0.77,0.4,5/23/2021,16:15:00,-17.4796057,-149.7961288,617.18,78.94,552.99,210.97,78.94,Maharepa,N,Fringing reef,Maharepa,0.016918504,0.038984031,0.014733424,0.020033759,0.042691156,0.032242079,1.359749095,0.756725345,0.782335446,1.663054346
165,2022,2022-April,,0.6216,28.03231022,45.1,0.14,0.76,0.68,0.14,4/6/2022,14:57:00,-17.4796057,-149.7961288,617.18,78.94,552.99,210.97,78.94,Maharepa,N,Fringing reef,Maharepa,0.0156169049589416,0.0326196198146732,0.0141819113590772,0.0182887387727102,0.0260200814241145,0.00412987538530414,0.775445017577647,0.662646603631677,0.729601144463301,1.84435360376087
166,2021,2021-May,,0.48,28.72,60.45,0.15,0.75,0.29,0.13,5/23/2021,11:32:00,-17.47499012,-149.7867232,451.97,352.58,727.64,673.51,155.29,Maharepa,N,Mid lagoon,Maharepa,0.00758514,0.034027867,0.005909003,0.009360089,0.017108359,0,1.584038459,0.536584693,0.761386468,1.514306307
166,2022,2022-April,,0.426800775,28.05823296,65.74,0.16,0.64,0.34,0.13,4/6/2022,11:54:00,-17.47499012,-149.7867232,451.97,352.58,727.64,673.51,155.29,Maharepa,N,Mid lagoon,Maharepa,0.0140817500874581,0.0403283608441516,0.0108184706458729,0.0245419106911241,0.0296634829163085,0.00274053796965009,0.440816152500528,0.589813421524129,0.58450123345179,2.40324910925049
167,2021,2021-May,,0.56,28.6,51.08,0.13,0.86,0.3,0.9,5/23/2021,11:06:00,-17.47282634,-149.7810294,210.24,441.48,128.81,28.91,1802.56,Maharepa,N,Reef pass,Maharepa,0.010318192,0.034957046,0.008269565,0.013010006,0.020536029,0.014840601,1.573239429,0.765063374,0.683264014,1.719833132
167,2022,2022-April,,0.602529553,28.48081558,47.27,0.13,0.56,0.57,0.81,4/6/2022,11:21:00,-17.47282634,-149.7810294,210.24,441.48,128.81,28.91,1802.56,Maharepa,N,Reef pass,Maharepa,0.0111885733662618,0.0230103077225841,0.0102508820589037,0.0139766548000327,0.0221519151952574,0,0.733428864457589,0.945873359242081,0.680721210157185,1.94779653515806
168,2021,2021-May,,0.6,28.96,48.46,0.15,0.88,0.27,0.44,5/23/2021,12:31:00,-17.47187021,-149.786553,102.97,694.58,593.73,628.15,1374.55,Maharepa,N,Reef crest,Maharepa,0.009099534,0.053339642,0.006768048,0.0115089,0.029776843,0.027068002,1.700475545,0.249665655,0.722842052,1.724283109
168,2022,2022-April,,0.533428055,29.11532717,54.58,0.13,0.76,0.9,0.37,4/6/2022,13:35:00,-17.47187021,-149.786553,102.97,694.58,593.73,628.15,1374.55,Maharepa,N,Reef crest,Maharepa,0.00967433561081172,0.0218822130480995,0.00700384775180275,0.012082593943979,0.014298864409281,0.00670405202158163,0.579664249603694,0.650704930120071,0.711190181107633,2.1310171724384
