Site,Jan2016,May2016,July2016,July2019,Aug2020,May2021,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,UniqueID,JP5_normalized,Diesel_Chen,sample.x,run_name,project,run_order,sample.y,group,Samplepath,Blank1,Blank2,abs,Sample_ID.x,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Notes,Sample_ID.y,Date,Weight_ug,Percent_C,Percent_H,Percent_N,C_to_N_ratio,index_name,index_value
4,Yes,Yes,Yes,Yes,Yes,Yes,-17.58473849,-149.8584346,968.86,664.71,1788.31,203.81,664.71,Vai'anae/Atiha,SW,Fringing reef,Vaianae,4_run1_5,0.117339514671342,5.6819298875188,Group001Sample0005,aroundtheisland_run1,ati,5,aroundtheisland_run1/Group001Sample0005,Group001,aroundtheisland_run1/Group001Sample0005SEM.dat,aroundtheisland_run1/Group001Sample0001BEM.dat,aroundtheisland_run1/Group002Sample0001BEM.dat,aroundtheisland_run1/Group001Sample0005ABS.dat,4,0.2,0.82,3.18,4.43,"",4,4/12/2022,2543,29.47237332,4.22408793,0.529295376,55.68,CobleB,0.0328272622487371
40,Yes,Yes,Yes,,Yes,Yes,-17.57566885,-149.7885266,247.25,762.66,47.99,10.44,1360.37,Ma'atea,SE,Reef pass,Maatea,40_run6_21,0.0464201048691823,4.69251391438658,Group003Sample0007,aroundtheisland_run6,ati,21,aroundtheisland_run6/Group003Sample0007,Group003,aroundtheisland_run6/Group003Sample0007SEM.dat,aroundtheisland_run6/Group003Sample0001BEM.dat,aroundtheisland_run6/Group004Sample0001BEM.dat,aroundtheisland_run6/Group003Sample0007ABS.dat,40,0.13,0.71,0.62,1.62,"",40,4/17/2022,2417,26.02487855,3.526774178,0.605070448,43.01,CobleB,0.0465052999452218
41,Yes,Yes,Yes,,Yes,Yes,-17.57019438,-149.7873946,158.87,560.67,286.59,186.46,1577.78,Afareaitu,SE,Reef crest,Haumi,41_run6_22,0.0655481643317882,7.27403949471058,Group004Sample0001,aroundtheisland_run6,ati,22,aroundtheisland_run6/Group004Sample0001,Group004,aroundtheisland_run6/Group004Sample0001SEM.dat,aroundtheisland_run6/Group004Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group004Sample0001ABS.dat,41,0.12,0.72,0.51,2.44,"",41,4/17/2022,2336,28.72978088,3.981913296,0.604084355,47.56,CobleB,0.0460513090567
42,,Yes,Yes,,Yes,Yes,-17.56927254,-149.7896573,410.72,323.84,447.09,50.95,1508.11,Afareaitu,SE,Mid lagoon,Haumi,42_run6_30,0.173306907063883,19.7337922848689,Group005Sample0002,aroundtheisland_run6,ati,30,aroundtheisland_run6/Group005Sample0002,Group005,aroundtheisland_run6/Group005Sample0002SEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0002ABS.dat,42,0.11,0.74,1.09,3.34,"",42,4/17/2022,2257,26.68852804,3.614238746,0.505866813,52.76,CobleB,0.187833784141863
43,Yes,Yes,Yes,Yes,Yes,Yes,-17.56248479,-149.7830339,142.29,725.56,616.58,321.63,966.93,Afareaitu,SE,Reef crest,Haumi,43_run6_31,0.222242307625922,14.073488558112,Group005Sample0003,aroundtheisland_run6,ati,31,aroundtheisland_run6/Group005Sample0003,Group005,aroundtheisland_run6/Group005Sample0003SEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0003ABS.dat,43,0.66,0.42,0.49,1.47,"",43,4/16/2022,2452,29.67837919,4.207308752,0.507491777,58.48,CobleB,0.090064974662158
44,Yes,Yes,Yes,,Yes,Yes,-17.56150126,-149.7854925,415.85,462.78,654.28,63.36,725.67,Afareaitu,SE,Mid lagoon,Haumi,44_run6_32,0.162596686314043,40.5780239262078,Group005Sample0004,aroundtheisland_run6,ati,32,aroundtheisland_run6/Group005Sample0004,Group005,aroundtheisland_run6/Group005Sample0004SEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0004ABS.dat,44,0.1,0.61,0.31,2.06,"",44,4/16/2022,2151,27.58913779,3.753741978,0.4294077,64.25,CobleB,0.419731614067266
45,Yes,Yes,Yes,,Yes,Yes,-17.56024699,-149.7891006,792.25,58.15,962.07,10.49,502.16,Afareaitu,SE,Fringing reef,Haumi,45_run6_33,0.218302826295909,49.582495164018,Group005Sample0005,aroundtheisland_run6,ati,33,aroundtheisland_run6/Group005Sample0005,Group005,aroundtheisland_run6/Group005Sample0005SEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0005ABS.dat,45,0.16,0.75,0.9,1.5,"",45,4/16/2022,2653,26.53232625,3.559049726,0.681804093,38.91,CobleB,0.285385016630824
46,Yes,Yes,Yes,Yes,Yes,Yes,-17.55798848,-149.7809429,270.05,828.24,81.8,20.75,889.08,Afareaitu,SE,Reef pass,Haumi,46_run6_34,0.111203568729056,7.60821619774461,Group005Sample0006,aroundtheisland_run6,ati,34,aroundtheisland_run6/Group005Sample0006,Group005,aroundtheisland_run6/Group005Sample0006SEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0006ABS.dat,46,0.16,0.76,0.54,1.04,"",46,4/16/2022,2029,27.13201426,3.654275751,0.638582581,42.49,CobleB,0.0570117970261129
47,Yes,Yes,Yes,Yes,Yes,Yes,-17.59313297,-149.8546619,185.33,905.3,841.61,182.05,905.3,Vai'anae/Atiha,SW,Reef crest,Vaianae,47_run2_10,0.139450619130406,9.49187623279239,Group002Sample0003,aroundtheisland_run2,ati,10,aroundtheisland_run2/Group002Sample0003,Group002,aroundtheisland_run2/Group002Sample0003SEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0003ABS.dat,47,0.13,0.68,0.31,1.14,"",47,4/12/2022,2184,30.65351859,4.389005468,0.528649245,57.98,CobleB,0.105006067245642
48,Yes,Yes,Yes,,,Yes,-17.59491873,-149.8171821,128.75,346.82,2717.7,427.58,784.59,Ma'atea,SW,Fringing reef,Maatea,48_run6_35,0.108804641929739,6.09607608587129,Group005Sample0007,aroundtheisland_run6,ati,35,aroundtheisland_run6/Group005Sample0007,Group005,aroundtheisland_run6/Group005Sample0007SEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0007ABS.dat,48,0.13,0.72,0.66,2.45,"",48,4/17/2022,2416,27.29709711,3.639467665,0.621250388,43.94,CobleB,0.0371477662321988
49,,,Yes,,,,-17.57717782,-149.8610173,1231.63,91.75,1836.86,222.89,1030.01,Vai'anae/Atiha,SW,Fringing reef,Vaianae,49_run2_11,0.0675355413154019,6.51665262196681,Group002Sample0004,aroundtheisland_run2,ati,11,aroundtheisland_run2/Group002Sample0004,Group002,aroundtheisland_run2/Group002Sample0004SEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0004ABS.dat,49,0.15,1.91,0.19,1.06,"",49,4/12/2022,2657,28.37814653,3.837237007,0.569728827,49.81,CobleB,0.0744784393388791
5,Yes,,Yes,,,Yes,-17.58509698,-149.8672942,205.62,1171.22,1732.15,450.97,1610.76,Vai'anae/Atiha,SW,Reef crest,Vaianae,5_run1_6,0.16225645205504,8.34060971757221,Group001Sample0006,aroundtheisland_run1,ati,6,aroundtheisland_run1/Group001Sample0006,Group001,aroundtheisland_run1/Group001Sample0006SEM.dat,aroundtheisland_run1/Group001Sample0001BEM.dat,aroundtheisland_run1/Group002Sample0001BEM.dat,aroundtheisland_run1/Group001Sample0006ABS.dat,5,0.14,0.69,0.63,1.66,"",5,4/12/2022,2405,27.94721006,3.918267176,0.618298325,45.2,CobleB,0.0440716884486601
50,Yes,Yes,Yes,Yes,Yes,Yes,-17.60194159,-149.8021502,211.9,1257.27,3234.36,669.18,1257.27,Ma'atea,SW,Reef crest,Maatea,50_run2_12,0.0933782292490124,3.19287617410783,Group002Sample0005,aroundtheisland_run2,ati,12,aroundtheisland_run2/Group002Sample0005,Group002,aroundtheisland_run2/Group002Sample0005SEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0005ABS.dat,50,0.1,0.68,0.57,1.54,"",50,4/13/2022,2629,31.99834542,4.525161257,0.621190033,51.51,CobleB,0.0633642030970234
51,Yes,Yes,Yes,,Yes,Yes,-17.55479179,-149.7891155,1180.53,76.43,1010.89,36.81,76.43,Afareaitu,SE,Bay,Haumi,51_run6_36,0.146876142014153,11.811439287845,Group006Sample0001,aroundtheisland_run6,ati,36,aroundtheisland_run6/Group006Sample0001,Group006,aroundtheisland_run6/Group006Sample0001SEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group006Sample0001ABS.dat,51,0.11,1.6,0.56,2.02,"",51,4/16/2022,2505,27.43140191,3.7202383,0.646806177,42.41,CobleB,0.167109451126429
52,Yes,Yes,Yes,,Yes,Yes,-17.54829758,-149.780663,826.05,158.27,703.99,21.58,158.27,Afareaitu,SE,Fringing reef,Farehau,52_run7_2,0.0974853580824329,4.78954434807747,Group001Sample0002,aroundtheisland_run7,ati,2,aroundtheisland_run7/Group001Sample0002,Group001,aroundtheisland_run7/Group001Sample0002SEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group001Sample0002ABS.dat,52,0.15,0.73,0.86,1.76,"",52,4/16/2022,2899,27.57687787,3.76521351,0.603256537,45.71,CobleB,0.0265436892603524
53,Yes,Yes,Yes,,Yes,Yes,-17.54553717,-149.7782538,746.75,75.65,891.24,24,713.59,Afareaitu,SE,Fringing reef,Farehau,53_run7_3,0.0762697700134254,11.1911888451513,Group001Sample0003,aroundtheisland_run7,ati,3,aroundtheisland_run7/Group001Sample0003,Group001,aroundtheisland_run7/Group001Sample0003SEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group001Sample0003ABS.dat,53,0.11,2.27,0.95,1.74,"",53,4/16/2022,2742,26.79782649,3.644442341,0.604969673,44.3,CobleB,0.058356387444644
54,Yes,Yes,,,Yes,Yes,-17.54048841,-149.773951,786.2,86.26,1524.43,12.37,1514.31,Afareaitu,SE,Fringing reef,Farehau,54_run7_4,0.123130340246966,10.099416932941,Group001Sample0004,aroundtheisland_run7,ati,4,aroundtheisland_run7/Group001Sample0004,Group001,aroundtheisland_run7/Group001Sample0004SEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group001Sample0004ABS.dat,54,0.11,0.65,0.39,2.06,"",54,4/15/2022,2212,30.65839189,4.373761801,0.592961359,51.7,CobleB,0.091864400548233
55,Yes,Yes,,,,Yes,-17.5438892,-149.7747479,591.07,58.68,1139.2,12.79,1142.44,Afareaitu,SE,Fringing reef,Farehau,55_run7_5,0.112378450275847,7.82590321951004,Group001Sample0005,aroundtheisland_run7,ati,5,aroundtheisland_run7/Group001Sample0005,Group001,aroundtheisland_run7/Group001Sample0005SEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group001Sample0005ABS.dat,55,0.11,0.42,0.36,1.63,"",55,4/16/2022,2105,26.36935725,3.710946693,0.555905071,47.44,CobleB,0.0462269653450749
56,Yes,Yes,Yes,,Yes,Yes,-17.54065563,-149.7703816,502.09,380.81,1612.56,278.65,1731.75,Afareaitu,SE,Mid lagoon,Farehau,56_run7_6,0.0966752137628246,6.29075235324289,Group001Sample0006,aroundtheisland_run7,ati,6,aroundtheisland_run7/Group001Sample0006,Group001,aroundtheisland_run7/Group001Sample0006SEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group001Sample0006ABS.dat,56,0.1,0.68,0.76,1.89,"",56,4/15/2022,2309,30.1853499,4.339977988,0.534636548,56.46,CobleB,0.0362361251750643
57,Yes,Yes,Yes,,Yes,Yes,-17.54170898,-149.7665665,147.79,790.24,1828.6,855.71,2017.57,Afareaitu,SE,Reef crest,Farehau,57_run7_7,0.217543113239888,24.6532758463606,Group001Sample0007,aroundtheisland_run7,ati,7,aroundtheisland_run7/Group001Sample0007,Group001,aroundtheisland_run7/Group001Sample0007SEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group001Sample0007ABS.dat,57,0.16,0.66,0.79,1.09,"",57,4/16/2022,2281,29.06984118,4.17746997,0.631399279,46.04,CobleB,0.224695153662415
58,Yes,Yes,Yes,,Yes,Yes,-17.54808988,-149.7732428,175.48,520.22,734.88,332.01,1154.39,Afareaitu,SE,Reef crest,Farehau,58_run7_8,0.248965176850538,112.880838671091,Group002Sample0001,aroundtheisland_run7,ati,8,aroundtheisland_run7/Group002Sample0001,Group002,aroundtheisland_run7/Group002Sample0001SEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001ABS.dat,58,0.1,0.54,0.15,1.35,"",58,4/16/2022,2171,29.38077335,4.202468456,0.521235747,56.37,CobleB,0.727882843427612
59,Yes,Yes,Yes,,Yes,Yes,-17.54354672,-149.7706065,302.74,441.53,1323.71,237.36,1552.66,Afareaitu,SE,Reef crest,Farehau,59_run7_9,0.106046744962766,8.04276195944744,Group002Sample0002,aroundtheisland_run7,ati,9,aroundtheisland_run7/Group002Sample0002,Group002,aroundtheisland_run7/Group002Sample0002SEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0002ABS.dat,59,0.13,0.7,0.67,1.55,"",59,4/15/2022,2423,29.16866376,4.166544741,0.557246345,52.34,CobleB,0.0414009920901204
6,Yes,Yes,Yes,,Yes,Yes,-17.57797027,-149.8731899,200.52,1057.87,735.57,595.65,2279.93,Vai'anae/Atiha,SW,Reef crest,Vaianae,6_run1_7,0.128043651631992,5.71739839461095,Group001Sample0007,aroundtheisland_run1,ati,7,aroundtheisland_run1/Group001Sample0007,Group001,aroundtheisland_run1/Group001Sample0007SEM.dat,aroundtheisland_run1/Group001Sample0001BEM.dat,aroundtheisland_run1/Group002Sample0001BEM.dat,aroundtheisland_run1/Group001Sample0007ABS.dat,6,0.14,0.67,0.64,1.57,"",6,4/12/2022,2368,27.96322229,3.855333113,0.627959236,44.53,CobleB,0.0297352483957766
60,Yes,Yes,Yes,Yes,Yes,Yes,-17.55227462,-149.7773983,328.61,700.53,184.94,32.56,844.67,Afareaitu,SE,Reef pass,Farehau,60_run7_10,0.10704527013992,7.70135866249989,Group002Sample0003,aroundtheisland_run7,ati,10,aroundtheisland_run7/Group002Sample0003,Group002,aroundtheisland_run7/Group002Sample0003SEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0003ABS.dat,60,0.13,0.7,0.76,1.74,"",60,4/16/2022,2537,28.53965049,3.923627848,0.587961469,48.54,CobleB,0.0453082542997847
61,Yes,Yes,Yes,,Yes,Yes,-17.5352866,-149.7726642,1133.76,63.21,1503.91,136,1313,Vai'are,SE,Fringing reef,Farehau,61_run7_11,0.152768102479377,13.3956600637946,Group002Sample0004,aroundtheisland_run7,ati,11,aroundtheisland_run7/Group002Sample0004,Group002,aroundtheisland_run7/Group002Sample0004SEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0004ABS.dat,61,0.16,0.76,3.26,3.13,"",61,4/15/2022,2605,28.3983545,3.910016683,0.557804559,50.91,CobleB,0.11714870783136
62,Yes,Yes,Yes,,Yes,Yes,-17.53598314,-149.7679931,645.68,550.59,1325.37,310.97,1580.7,Vai'are,SE,Mid lagoon,Farehau,62_run7_12,0.241187420190308,102.05737454862,Group002Sample0005,aroundtheisland_run7,ati,12,aroundtheisland_run7/Group002Sample0005,Group002,aroundtheisland_run7/Group002Sample0005SEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0005ABS.dat,62,0.11,0.73,0.78,1.66,"",62,4/15/2022,2461,27.37840019,3.742588056,0.501615518,54.58,CobleB,0.646391117078182
63,Yes,Yes,Yes,Yes,Yes,Yes,-17.53573436,-149.7629378,161.5,1077.42,1210.08,801.16,1931.53,Vai'are,SE,Reef crest,Farehau,63_run7_13,0.221476462026604,36.2791189865815,Group002Sample0006,aroundtheisland_run7,ati,13,aroundtheisland_run7/Group002Sample0006,Group002,aroundtheisland_run7/Group002Sample0006SEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0006ABS.dat,63,0.12,0.52,0.29,1.44,"",63,4/15/2022,2721,29.06393397,4.038913156,0.496217528,58.57,CobleB,0.342885882638339
64,Yes,Yes,Yes,,Yes,Yes,-17.52938876,-149.7673331,477.45,642,620.65,104.41,1153.49,Vai'are,SE,Mid lagoon,Farehau,64_run7_14,0.195130853920698,13.9844841728754,Group002Sample0007,aroundtheisland_run7,ati,14,aroundtheisland_run7/Group002Sample0007,Group002,aroundtheisland_run7/Group002Sample0007SEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0007ABS.dat,64,0.13,0.72,0.33,1.38,"",64,4/15/2022,2624,27.67425138,3.885255164,0.485157453,57.04,CobleB,0.0703424098899772
65,Yes,Yes,Yes,Yes,Yes,Yes,-17.52484376,-149.7649524,318.12,1139.97,114.17,34.6,1265.84,Vai'are,SE,Reef pass,Farehau,65_run7_15,0.106269355263836,7.97338724052636,Group003Sample0001,aroundtheisland_run7,ati,15,aroundtheisland_run7/Group003Sample0001,Group003,aroundtheisland_run7/Group003Sample0001SEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001ABS.dat,65,0.14,0.75,0.47,1.37,"",65,4/15/2022,2056,27.50250468,3.748790418,0.587917093,46.78,CobleB,0.0443304245664039
66,Yes,Yes,Yes,Yes,Yes,Yes,-17.52840162,-149.773503,1146.76,120.82,1093.39,22.11,586.52,Vai'are,SE,Fringing reef,Farehau,66_run7_16,0.179803804610624,16.8852331149024,Group003Sample0002,aroundtheisland_run7,ati,16,aroundtheisland_run7/Group003Sample0002,Group003,aroundtheisland_run7/Group003Sample0002SEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0002ABS.dat,66,0.16,0.87,0.39,1.49,"",66,4/15/2022,2897,25.84996639,3.477216696,0.535869619,48.24,CobleB,0.145180293536515
67,Yes,Yes,Yes,Yes,Yes,Yes,-17.5226684,-149.7793687,1748.73,119.77,1603.81,11.56,119.77,Vai'are,SE,Bay,Farehau,67_run7_17,0.10790282065907,9.44760304333526,Group003Sample0003,aroundtheisland_run7,ati,17,aroundtheisland_run7/Group003Sample0003,Group003,aroundtheisland_run7/Group003Sample0003SEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0003ABS.dat,67,0.12,1.48,0.24,1.46,"",67,4/15/2022,2092,26.79773987,3.495777109,0.545821435,49.1,CobleB,0.0824317458903427
68,Yes,Yes,Yes,Yes,Yes,Yes,-17.52006574,-149.7738316,1147.06,100.21,1043.91,17.66,201.15,Vai'are,SE,Fringing reef,Teavaro,68_run2_13,0.0676017724666244,7.08526534322261,Group002Sample0006,aroundtheisland_run2,ati,13,aroundtheisland_run2/Group002Sample0006,Group002,aroundtheisland_run2/Group002Sample0006SEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0006ABS.dat,68,0.15,1.25,1.12,1.79,"",68,4/14/2022,2816,25.64614332,3.502641248,0.583175915,43.98,CobleB,0.0295210839729768
69,Yes,Yes,Yes,,Yes,Yes,-17.51597897,-149.7687791,636.82,188.19,836.6,18.23,910.56,Vai'are,SE,Fringing reef,Teavaro,69_run7_18,0.127881730249129,7.00323749280049,Group003Sample0004,aroundtheisland_run7,ati,18,aroundtheisland_run7/Group003Sample0004,Group003,aroundtheisland_run7/Group003Sample0004SEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0004ABS.dat,69,0.14,0.91,0.16,1.48,"",69,4/15/2022,2874,27.44762441,3.758420792,0.607119811,45.21,CobleB,0.0396684407855863
7,Yes,Yes,Yes,,Yes,Yes,-17.57851023,-149.8622209,1040.23,292.1,1847.12,48.29,1155.44,Vai'anae/Atiha,SW,Fringing reef,Vaianae,7_run1_15,0.111532692842547,8.93861538717991,Group003Sample0001,aroundtheisland_run1,ati,15,aroundtheisland_run1/Group003Sample0001,Group003,aroundtheisland_run1/Group003Sample0001SEM.dat,aroundtheisland_run1/Group003Sample0001BEM.dat,aroundtheisland_run1/Group001Sample0001BEM.dat,aroundtheisland_run1/Group003Sample0001ABS.dat,7,0.12,0.98,0.3,1.12,"",7,4/12/2022,2235,27.68335029,3.790148959,0.682534479,40.56,CobleB,0.0525123919218161
70,Yes,Yes,Yes,,Yes,Yes,-17.51029755,-149.7665881,516.91,250.59,1324.25,25.57,1553.77,Vai'are,SE,Fringing reef,Teavaro,70_run2_14,0.0742890073250596,2.61239936060192,Group002Sample0007,aroundtheisland_run2,ati,14,aroundtheisland_run2/Group002Sample0007,Group002,aroundtheisland_run2/Group002Sample0007SEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0007ABS.dat,70,0.13,0.67,0.86,0.6,"",70,4/14/2022,2406,27.5655664,3.857646086,0.538577258,51.18,CobleB,0.0231131183975136
71,Yes,Yes,Yes,,Yes,Yes,-17.51072251,-149.7630267,138.16,627.72,1265.37,156.91,1739.23,Vai'are,SE,Reef crest,Teavaro,71_run1_1,0.0949061266536745,5.47580951556948,Group001Sample0001,aroundtheisland_run3,ati,1,aroundtheisland_run3/Group001Sample0001,Group001,aroundtheisland_run3/Group001Sample0001SEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group002Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0001ABS.dat,71,0.12,0.66,0.53,1.55,"",71,4/14/2022,2544,29.80750258,4.175002438,0.549707486,54.22,CobleB,0.0323170594703059
72,,Yes,Yes,Yes,Yes,Yes,-17.52172509,-149.7643641,167.57,888.8,44.55,43.43,1245.34,Vai'are,SE,Reef pass,Teavaro,72_run7_19,0.218862545854915,39.633790671244,Group003Sample0005,aroundtheisland_run7,ati,19,aroundtheisland_run7/Group003Sample0005,Group003,aroundtheisland_run7/Group003Sample0005SEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0005ABS.dat,72,0.14,0.54,0.28,1.63,"",72,4/15/2022,2614,28.06084939,3.845933001,0.525170659,53.43,CobleB,0.288818382824995
73,Yes,Yes,Yes,Yes,Yes,Yes,-17.51638885,-149.7642064,158.59,564.67,628.61,147.29,1304,Vai'are,SE,Reef crest,Teavaro,73_run1_2,0.188888329025267,9.25495950315508,Group001Sample0002,aroundtheisland_run3,ati,2,aroundtheisland_run3/Group001Sample0002,Group001,aroundtheisland_run3/Group001Sample0002SEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group002Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0002ABS.dat,73,0.12,0.66,0.18,0.22,"",73,4/14/2022,2427,30.65883237,4.362164962,0.549776058,55.77,CobleB,0.0732200654866925
74,Yes,Yes,Yes,Yes,Yes,Yes,-17.50532775,-149.7609331,111.74,538.62,1883.09,405.67,2312.16,Vai'are,SE,Reef crest,Teavaro,74_run1_3,0.135024231118464,5.43589055404086,Group001Sample0003,aroundtheisland_run3,ati,3,aroundtheisland_run3/Group001Sample0003,Group001,aroundtheisland_run3/Group001Sample0003SEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group002Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0003ABS.dat,74,0.15,0.64,0.64,2.05,"",74,4/14/2022,2608,31.14129953,4.38995181,0.624767449,49.84,CobleB,0.0401808959715376
75,Yes,Yes,,Yes,Yes,Yes,-17.50326782,-149.7645343,565.09,101.47,2081.07,519.86,2316.62,Vai'are,SE,Fringing reef,Teavaro,75_run1_4,0.149521524051809,8.48009360951086,Group001Sample0004,aroundtheisland_run3,ati,4,aroundtheisland_run3/Group001Sample0004,Group001,aroundtheisland_run3/Group001Sample0004SEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group002Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0004ABS.dat,75,0.14,0.6,0.27,1.85,"",75,4/14/2022,2949,27.84138588,3.845396687,0.678690994,41.02,CobleB,0.0509189198422192
76,Yes,Yes,Yes,Yes,Yes,,-17.50094125,-149.7627215,525.28,158.19,2348.37,802.45,2626.16,Vai'are,SE,Fringing reef,Teavaro,76_run1_5,0.119446428926947,5.38688984920612,Group001Sample0005,aroundtheisland_run3,ati,5,aroundtheisland_run3/Group001Sample0005,Group001,aroundtheisland_run3/Group001Sample0005SEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group002Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0005ABS.dat,76,0.14,0.67,0.69,1.62,"",76,4/14/2022,2816,32.12587394,4.767990429,0.419157689,76.64,CobleB,0.034201930561341
77,Yes,Yes,Yes,Yes,Yes,Yes,-17.50258469,-149.7597522,161.37,474.23,2201.84,729.57,2627.04,Vai'are,SE,Reef crest,Teavaro,77_run1_6,0.112740970318669,6.49247455821405,Group001Sample0006,aroundtheisland_run3,ati,6,aroundtheisland_run3/Group001Sample0006,Group001,aroundtheisland_run3/Group001Sample0006SEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group002Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0006ABS.dat,77,0.14,0.66,0.75,2.24,"",77,4/14/2022,2680,30.26862535,4.245886063,0.622344447,48.64,CobleB,0.0368052256265669
